"selection3_name","selection3_url","selection3_selection4","selection3_selection5","selection3_selection6","selection3_selection7","selection3_selection8","selection3_selection9","selection3_selection10"
"AIE115","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=AIE115","BDJ002 & BDJ003","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #AIE115
OEM Part #BDJ002 & BDJ003
ENCLOSURE, FLUORESCENT TUBE
Clear polycarbonate plastic
Sizes to fit 18"" T12 bi-pin tubes only
Fits: Overhead Light Assembly/Fluorescent Lamp
Model(s) This Part Fits: Stabilet™ 1250, Stabilet™ 1500, Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2000C, Stabilet™ 2000D, Stabilet™ 2200, Stabilet™ 300, Stabilet™ 3000A, Stabilet™ 3000B
Catalog Page(s): 7-212
Part Description Updated: 1/5/2010","Clear polycarbonate plastic
Sizes to fit 18"" T12 bi-pin tubes only","http://www.rpiparts.com/pimages/AIE115.GIF",""
"AIH098","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=AIH098","BDG-000AG","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #AIH098
OEM Part #BDG-000AG
HEATING ELEMENT
~12.75"" lg.
700W; 120VAC; ~20Ω
Fits: Heater socket harness
Model(s) This Part Fits: Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 300, Stabilet™ 3000A, Stabilet™ 3000B
Catalog Page(s): 7-210
Part Description Updated: 1/5/2010","~12.75"" lg.
700W; 120VAC; ~20Ω","http://www.rpiparts.com/pimages/AIH098.GIF",""
"AIH118","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=AIH118","BCR730","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #AIH118
OEM Part #BCR730
FLUORESCENT TUBE HOLDER
Bi-pin, turn type
Quickwire pressure terminals for 18AWG solid or tinned stranded wire
Mounting hardware included: (1 each) #6-32x1/2"" lg. screw and #6-32 nut plate
Fits: Overhead Light Assembly
Model(s) This Part Fits: Stabilet™ 1250, Stabilet™ 1500, Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2000C, Stabilet™ 2000D, Stabilet™ 2200, Stabilet™ 300, Stabilet™ 3000A, Stabilet™ 3000B
Catalog Page(s): 7-212
Part Description Updated: 1/5/2010","Bi-pin, turn type
Quickwire pressure terminals for 18AWG solid or tinned stranded wire
Mounting hardware included: (1 each) #6-32x1/2"" lg. screw and #6-32 nut plate","http://www.rpiparts.com/pimages/AIH118.GIF",""
"AIL137","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=AIL137","(OEM Part # Not Available)","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #AIL137
OEM Part # (OEM Part # Not Available)
LAMP SWITCH LENS (Blue)
Blue plastic
Fits: Lamp Switch
Model(s) This Part Fits: Stabilet™ 1250, Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2000C
Part Description Updated: 6/25/2014","Blue plastic","http://www.rpiparts.com/pimages/AIL137.GIF",""
"AIL139","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=AIL139","BDB155","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #AIL139
OEM Part #BDB155
POWER SWITCH LENS (Green)
Green plastic
Fits: Power Switch
Model(s) This Part Fits: Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2200
Part Description Updated: 1/5/2010","Green plastic","http://www.rpiparts.com/pimages/AIL139.GIF",""
"AIP103","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=AIP103","SA4473","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #AIP103
OEM Part #SA4473
SKIN TEMPERATURE PROBE (Disposable)
10 per pack
Single use only
Must be used with Interconnect Cable RPI Part #AIP108
4 pin RJ-11 plug; Black sealant
Also Available, Reflective Probe Cover (RPI Part #RPC619)
Also available by the case RPI Part #AIP125 - 100 count
For a complete listing of related parts, click this link. (Adobe PDF)
Fits: Interconnect Cable. Use with RPI Part #AIP108
Model(s) This Part Fits: Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 300, Stabilet™ 3000A, Stabilet™ 3000B
Catalog Page(s): 7-210
Part Description Updated: 12/7/2010","10 per pack
Single use only
Must be used with Interconnect Cable RPI Part #AIP108
4 pin RJ-11 plug; Black sealant
Also Available, Reflective Probe Cover (RPI Part #RPC619)
Also available by the case RPI Part #AIP125 - 100 count
For a complete listing of related parts, click this link. (Adobe PDF)","http://www.rpiparts.com/pimages/AIP103.GIF",""
"AIP104","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=AIP104","BCZ008 / MU00534","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #AIP104
OEM Part #BCZ008 / MU00534
SKIN TEMPERATURE PROBE (Reusable)
Reusable Style
3 pin female XLR connector
Also available, Reflective Probe Cover ( RPI Part #RPC619 )
For a complete listing of related parts, click this link. (Adobe PDF)
Fits: Controller
Model(s) This Part Fits: Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 300, Stabilet™ 3000A, Stabilet™ 3000B
Catalog Page(s): 7-210
Part Description Updated: 12/7/2010","Reusable Style
3 pin female XLR connector
Also available, Reflective Probe Cover ( RPI Part #RPC619 )
For a complete listing of related parts, click this link. (Adobe PDF)","http://www.rpiparts.com/pimages/AIP104.GIF",""
"AIP108","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=AIP108","SA4472 / L2601","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #AIP108
OEM Part #SA4472 / L2601
INTERCONNECT CABLE
Used with Disposable Skin Temperature Probe ( RPI Part #AIP103 )
Black RJ-11 Telco Coupler - 4 pin
3 pin female XLR connector
For a complete listing of related parts, click this link. (Adobe PDF)
Fits: Controller to Disposable Skin Temperature Probe
Model(s) This Part Fits: Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 300, Stabilet™ 3000A, Stabilet™ 3000B
Catalog Page(s): 7-210
Part Description Updated: 1/5/2010","Used with Disposable Skin Temperature Probe ( RPI Part #AIP103 )
Black RJ-11 Telco Coupler - 4 pin
3 pin female XLR connector
For a complete listing of related parts, click this link. (Adobe PDF)","http://www.rpiparts.com/pimages/AIP108.GIF",""
"AIP125","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=AIP125","(OEM Part # Not Available)","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #AIP125
OEM Part # (OEM Part # Not Available)
SKIN TEMPERATURE PROBE (Disposable) - Case
100 count
Single use only
Must be used with Interconnect Cable RPI Part #AIP108
4 pin RJ-11 plug; Black sealant
Also available by the package RPI Part #AIP103 - 10 count
Also Available, Reflective Probe Cover (RPI Part #RPC619)
For a complete listing of related parts, click this link. (Adobe PDF)
Fits: Interconnect Cable. Use with RPI Part #AIP108
Model(s) This Part Fits: Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 300, Stabilet™ 3000A, Stabilet™ 3000B
Catalog Page(s): 7-210
Part Description Updated: 6/25/2014","100 count
Single use only
Must be used with Interconnect Cable RPI Part #AIP108
4 pin RJ-11 plug; Black sealant
Also available by the package RPI Part #AIP103 - 10 count
Also Available, Reflective Probe Cover (RPI Part #RPC619)
For a complete listing of related parts, click this link. (Adobe PDF)","http://www.rpiparts.com/pimages/AIP125.GIF",""
"AIR112","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=AIR112","BDZ205","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #AIR112
OEM Part #BDZ205
LIGHT RELAY ASSEMBLY
Timing resistor is installed
Fits: Overhead Light Assembly
Model(s) This Part Fits: Stabilet™ 1250, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2000C
Catalog Page(s): 7-212
Part Description Updated: 1/5/2010","Timing resistor is installed","http://www.rpiparts.com/pimages/AIR112.GIF",""
"AIR124","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=AIR124","BCZ952","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #AIR124
OEM Part #BCZ952
PROBE RECEPTICALE ASSEMBLY
Includes mounting hardware (flat washer and panel nut)
Fits: Chassis Assembly
Model(s) This Part Fits: Stabilet™ 1250, Stabilet™ 1500, Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2000C, Stabilet™ 2000D, Stabilet™ 2200, Stabilet™ 300, Stabilet™ 3000A, Stabilet™ 3000B
Catalog Page(s): 7-210
Part Description Updated: 1/5/2010","Includes mounting hardware (flat washer and panel nut)","http://www.rpiparts.com/pimages/AIR124.GIF",""
"AIS092","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=AIS092","BEZ307AG","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #AIS092
OEM Part #BEZ307AG
HEATER SOCKET HARNESS
Ceramic body
30"" lg. wire
Fits: Front of 760W heater unit of Stabilet 1250, 1500 & 2000C and Stabilet warmers that use the 760W heater units
Model(s) This Part Fits: Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 300, Stabilet™ 3000A, Stabilet™ 3000B
Catalog Page(s): 7-212
Part Description Updated: 1/5/2010","Ceramic body
30"" lg. wire","http://www.rpiparts.com/pimages/AIS092.GIF",""
"AIS093","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=AIS093","BEZ308AG","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #AIS093
OEM Part #BEZ308AG
HEATER SOCKET HARNESS
Ceramic body
4.5"" lg. wire
Fits: Front and back of 700W Heater Unit of Stabilet 200, 300, 2000A, 2000B, 3000A & 3000B and Stabilet Warmers that use 700W Heater Units
Model(s) This Part Fits: Stabilet™ 1250, Stabilet™ 1500, Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2000C, Stabilet™ 300, Stabilet™ 3000A, Stabilet™ 3000B
Catalog Page(s): 7-212
Part Description Updated: 1/5/2010","Ceramic body
4.5"" lg. wire","http://www.rpiparts.com/pimages/AIS093.GIF","Notes: Also Fits: Back of 760W Heater Unit of Stabilet 1250, 1500 & 2000C and Stabilet Warmers that use the 760W Heater Units."
"AIS113","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=AIS113","BCO003","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #AIS113
OEM Part #BCO003
THERMAL SWITCH
Cut out temp.: 200°F (93°C)
Cut in temp.: 160°F (71°C)
Ratings: 125VAC, 25A (Resistive), 10A (Inductive)
Fits: Overhead Light Assembly
Model(s) This Part Fits: Stabilet™ 1250, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2000C
Catalog Page(s): 7-211
Part Description Updated: 1/5/2010","Cut out temp.: 200°F (93°C)
Cut in temp.: 160°F (71°C)
Ratings: 125VAC, 25A (Resistive), 10A (Inductive)","http://www.rpiparts.com/pimages/AIS113.GIF",""
"AIS136","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=AIS136","BCZ956 / BCZ010","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #AIS136
OEM Part #BCZ956 / BCZ010
LAMP SWITCH
6A, 125/250 VAC
Includes Blue Lamp Switch Lens (RPI Part #AIL137) and Bi-Pin Lamp (RPI Part #LMP023)
Fits: Controller
Model(s) This Part Fits: Stabilet™ 1250, Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2000C
Part Description Updated: 1/5/2010","6A, 125/250 VAC
Includes Blue Lamp Switch Lens (RPI Part #AIL137) and Bi-Pin Lamp (RPI Part #LMP023)","http://www.rpiparts.com/pimages/AIS136.GIF",""
"AIS138","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=AIS138","BDB154","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #AIS138
OEM Part #BDB154
POWER SWITCH
10A, 125/250 VAC
Includes Green Power Switch Lens (RPI Part #AIL139) and (2) Midget Flange Lamps (RPI Part #LMP024)
Fits: Controller
Model(s) This Part Fits: Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2200
Part Description Updated: 1/5/2010","10A, 125/250 VAC
Includes Green Power Switch Lens (RPI Part #AIL139) and (2) Midget Flange Lamps (RPI Part #LMP024)","http://www.rpiparts.com/pimages/AIS138.GIF",""
"AIT114","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=AIT114","BCP425 & BEZ504","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #AIT114
OEM Part #BCP425 & BEZ504
FAST PAK TRIAC ASSEMBLY WITH CABLE
25A, 125VAC
Includes Heat Sink Compound (RPI Part #RPC464)
Fits: Chassis Assembly
Model(s) This Part Fits: Stabilet™ 1250, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2000C
Catalog Page(s): 7-211
Part Description Updated: 1/5/2010","25A, 125VAC
Includes Heat Sink Compound (RPI Part #RPC464)","http://www.rpiparts.com/pimages/AIT114.GIF",""
"LMP021","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=LMP021","BDJ001","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #LMP021
OEM Part #BDJ001
FLUORESCENT LAMP
F15T12-CW
1.5"" OD, 18"" lg.
Cool white
Bi-pin mounting
Fits: Overhead Light Assembly/Fluorescent Tube Enclosure
Model(s) This Part Fits: Stabilet™ 1250, Stabilet™ 1500, Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2000C, Stabilet™ 2000D, Stabilet™ 2200, Stabilet™ 300, Stabilet™ 3000A, Stabilet™ 3000B
Catalog Page(s): 7-212
Part Description Updated: 1/5/2010","F15T12-CW
1.5"" OD, 18"" lg.
Cool white
Bi-pin mounting","http://www.rpiparts.com/pimages/LMP021.GIF",""
"LMP023","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=LMP023","(OEM Part # Not Available)","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #LMP023
OEM Part # (OEM Part # Not Available)
LAMP (Bi-Pin)
14 VDC, 1.12 W
Base: Bi-Pin, T-1-3/4; Incandescent
Fits: Lamp Switch
Model(s) This Part Fits: Stabilet™ 1250, Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2000C
Part Description Updated: 6/25/2014","14 VDC, 1.12 W
Base: Bi-Pin, T-1-3/4; Incandescent","http://www.rpiparts.com/pimages/LMP023.GIF",""
"LMP024","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=LMP024","BDB156","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #LMP024
OEM Part #BDB156
LAMP (Midget Flange)
12VDC, 1.0 W
Base: Midget flange, T-1-3/4
Incandescent
Fits: Power Switch
Model(s) This Part Fits: Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2200
Part Description Updated: 1/5/2010","12VDC, 1.0 W
Base: Midget flange, T-1-3/4
Incandescent","http://www.rpiparts.com/pimages/LMP024.GIF",""
"RPC619","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=RPC619","0203-1980-300 / 68 209 48 / MU06944 / 4110","REFLECTIVE PROBE COVER","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #RPC619
OEM Part #0203-1980-300 / 68 209 48 / MU06944 / 4110
REFLECTIVE PROBE COVER
100 per package
Single use only
Metalized Mylar with PSA backing
Latex free
SDS Sheet Available See Notes Below
For a complete listing of related parts, click this link. (Adobe PDF)
Fits: Skin Temperature Probe
Model(s) This Part Fits: 190, 190A, 7810 (Radiant Warmer), 7820 (Radiant Warmer), 7830 (Radiant Warmer), 7840 (Radiant Warmer), C-86, Care Plus Series 1000/2000, Care Plus Series 3000/4000, General Care (GC), Giraffe® Incubator, Giraffe® Omnibed®, ICS, IICS (PM 78-1), Infant Care (IC), Infant Warmer Systems (IWS) 2001, Infant Warmer Systems (IWS) 3000, Infant Warmer Systems (IWS) 3050, Infant Warmer Systems (IWS) 3100, Infant Warmer Systems (IWS) 3150, Infant Warmer Systems (IWS) 3300 (Panda), Infant Warmer Systems (IWS) 3400, Infant Warmer Systems (IWS) 3500, Infant Warmer Systems (IWS) 4000, Infant Warmer Systems (IWS) 4300, Infant Warmer Systems (IWS) 4400, Infant Warmer Systems (IWS) 5000, Isolette C-100, Isolette C-100 QT, Isolette C-400 QT, Isolette C-450 QT, Isolette C-500 QT, Isolette C-500 QT (Model XL), Isolette C2000, Resuscitaire (RW82-1), Stabilet™ 1250, Stabilet™ 1500, Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2000C, Stabilet™ 2000D, Stabilet™ 300, Stabilet™ 3000A, Stabilet™ 3000B, Versalet7700
Catalog Page(s): 7-201, 7-203, 7-206, 7-210, 7-212, 7-300, 7-301, 7-304, 7-810, 7-820, 7-830, 7-840
Part Description Updated: 9/21/2015","100 per package
Single use only
Metalized Mylar with PSA backing
Latex free
SDS Sheet Available See Notes Below
For a complete listing of related parts, click this link. (Adobe PDF)","http://www.rpiparts.com/pimages/RPC619.GIF","Notes: Please see the Safety Data Sheet for this part. (Adobe PDF)"
"RPT465","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=525&rpinum=RPT465","(OEM Part # Not Available)","TRIAC, FASTPAK","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2000A","RPI Part #RPT465
OEM Part # (OEM Part # Not Available)
TRIAC, FASTPAK
Also included in Fast Pak Triac Assembly with Cable (RPI Part #AIT114)
Fits: Chassis Assembly
Model(s) This Part Fits: Stabilet™ 1250, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2000C
Part Description Updated: 1/6/2015","Also included in Fast Pak Triac Assembly with Cable (RPI Part #AIT114)","http://www.rpiparts.com/pimages/RPT465.GIF",""
"AIB116","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=599&rpinum=AIB116","BDZ107/BDZ108","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2200","RPI Part #AIB116
OEM Part #BDZ107/BDZ108
FLUORESCENT BALLAST
Generic part; can be used to replace right or left hand ballast
Includes mounting hardware (RPI Part #'s RPT013 & RPT001)
Fits: Overhead Light Assembly
Model(s) This Part Fits: Stabilet™ 1250, Stabilet™ 1500, Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2000C, Stabilet™ 2000D, Stabilet™ 2200, Stabilet™ 300, Stabilet™ 3000A, Stabilet™ 3000B
Catalog Page(s): 7-212
Part Description Updated: 1/5/2010","Generic part; can be used to replace right or left hand ballast
Includes mounting hardware (RPI Part #'s RPT013 & RPT001)","http://www.rpiparts.com/pimages/AIB116.GIF",""
"AIC119","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=599&rpinum=AIC119","BPM002","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2200","RPI Part #AIC119
OEM Part #BPM002
5"" CASTER (SWIVEL WITH BRAKE)
5"" dia. x 1-1/4"" wide tread; Overall height: 6-1/2""
Non-marking mirage rubber wheel
Load capacity: 200 lbs.
Top plate: 2-1/2"" x 3-5/8""
Brake locks both wheel and swivel
Double ball bearing raceway; Polished chrome finish
Fits: Base Assembly
Model(s) This Part Fits: Stabilet™ 1500, Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2000C, Stabilet™ 2000D, Stabilet™ 2200, Stabilet™ 300, Stabilet™ 3000A, Stabilet™ 3000B
Catalog Page(s): 7-212
Part Description Updated: 1/5/2010","5"" dia. x 1-1/4"" wide tread; Overall height: 6-1/2""
Non-marking mirage rubber wheel
Load capacity: 200 lbs.
Top plate: 2-1/2"" x 3-5/8""
Brake locks both wheel and swivel
Double ball bearing raceway; Polished chrome finish","http://www.rpiparts.com/pimages/AIC119.GIF",""
"AIE115","http://www.rpiparts.com/PartPage.asp?equip=17&oem=2&model=599&rpinum=AIE115","BDJ002 & BDJ003","NO LONGER AVAILABLE","INFANT INCUBATORS & WARMERS
DRAGER • HILL-ROM • AIR SHIELDS
Stabilet™ 2200","RPI Part #AIE115
OEM Part #BDJ002 & BDJ003
ENCLOSURE, FLUORESCENT TUBE
Clear polycarbonate plastic
Sizes to fit 18"" T12 bi-pin tubes only
Fits: Overhead Light Assembly/Fluorescent Lamp
Model(s) This Part Fits: Stabilet™ 1250, Stabilet™ 1500, Stabilet™ 200, Stabilet™ 2000A, Stabilet™ 2000B, Stabilet™ 2000C, Stabilet™ 2000D, Stabilet™ 2200, Stabilet™ 300, Stabilet™ 3000A, Stabilet™ 3000B
Catalog Page(s): 7-212
Part Description Updated: 1/5/2010","Clear polycarbonate plastic
Sizes to fit 18"" T12 bi-pin tubes only","http://www.rpiparts.com/pimages/AIE115.GIF",""
